0.0000	352	0.000	0
0.0277	353	0.000	0
0.1152	353	0.000	0
0.2148	353	0.000	0
0.3288	353	0.000	0
0.4125	353	0.000	0
0.5129	182	0.000	-1
0.6175	124	0.000	0
0.7239	334	0.000	1
0.8124	93	0.000	-1
0.9174	205	0.000	1
1.0359	317	0.000	0
1.1115	107	0.000	-1
1.2103	121	0.000	0
1.3165	94	0.000	0
1.4275	141	1.671	0
1.5368	217	1.671	1
1.6132	137	1.230	-1
1.7145	194	1.230	0
1.8193	295	1.230	1
2.0114	106	1.109	-1
2.1701	209	1.111	1
2.3103	226	1.111	0
2.4819	244	1.579	0
2.5708	234	1.579	0
2.6699	256	1.579	0
2.7820	120	1.579	-1
2.8692	101	0.856	0
2.9698	265	0.856	1
3.0714	129	0.856	-1
3.1263	275	0.943	1
3.2374	119	0.943	-1
3.3169	94	0.943	0
3.4157	228	2.196	1
3.5235	119	2.196	-1
3.6357	171	2.212	0
3.7137	237	2.212	0
3.8131	163	2.212	0
3.9170	101	2.212	0
4.0302	204	2.212	1
4.1102	118	1.106	-1
4.2089	101	1.106	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
0.0000	0	0.000	0
